
MTQxMjY4OTY4MDg1NQ==;{"moves":"A:C5:D5","challengedTurn":3,"challengerTurn":3}
MTQxMjcwMTIwODQ3Mw==;{"moves":"A:C5:D5|M:E4:F3","challengedTurn":1}
